rel_thres,strategy,dataset,model,fold,sera_score,config
0.84,SMT,data\boston,DecisionTreeRegressor,13,905.9869627457791,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,14,171.21046456544087,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,15,1769.8400776291103,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,16,613.1502813458418,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,17,373.0226263401187,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,18,1278.151701078765,fixed_params
0.84,SMT,data\boston,DecisionTreeRegressor,19,871.0021479511864,fixed_params
0.84,SMT,data\boston,MLPRegressor,0,22960.468737790223,fixed_params
0.84,SMT,data\boston,MLPRegressor,1,181738.9590580983,fixed_params
0.84,SMT,data\boston,MLPRegressor,2,81351.85400322995,fixed_params
0.84,SMT,data\boston,MLPRegressor,3,5101.691906830807,fixed_params
0.84,SMT,data\boston,MLPRegressor,4,4019.5628902850435,fixed_params
0.84,SMT,data\boston,MLPRegressor,5,32240.804979783625,fixed_params
0.84,SMT,data\boston,MLPRegressor,6,1370.633480543125,fixed_params
0.84,SMT,data\boston,MLPRegressor,7,2056.840517224023,fixed_params
0.84,SMT,data\boston,MLPRegressor,8,21426.455135823795,fixed_params
0.84,SMT,data\boston,MLPRegressor,9,9579.095311759493,fixed_params
0.84,SMT,data\boston,MLPRegressor,10,2676.860625166031,fixed_params
0.84,SMT,data\boston,MLPRegressor,11,21588.67999904727,fixed_params
0.84,SMT,data\boston,MLPRegressor,12,1544.532524049481,fixed_params
0.84,SMT,data\boston,MLPRegressor,13,9366.941865693103,fixed_params
0.84,SMT,data\boston,MLPRegressor,14,10333.98526001391,fixed_params
0.84,SMT,data\boston,MLPRegressor,15,10326.463863366625,fixed_params
0.84,SMT,data\boston,MLPRegressor,16,4193.541701816276,fixed_params
0.84,SMT,data\boston,MLPRegressor,17,4859.435656361112,fixed_params
0.84,SMT,data\boston,MLPRegressor,18,4032.418346270875,fixed_params
0.84,SMT,data\boston,MLPRegressor,19,94926.27222104179,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,0,166.64490479623913,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,1,611.8686283750749,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,2,272.1315520268649,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,3,268.47823614652606,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,4,469.0968402078062,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,5,242.3253991129739,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,6,227.02050196707978,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,7,261.955483834901,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,8,395.07074879973175,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,9,754.1495076424128,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,10,292.272002132909,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,11,404.9924448145446,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,12,193.60865464166613,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,13,1019.0045374196133,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,14,158.2292057912187,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,15,291.06119046294896,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,16,308.47285828180395,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,17,403.55087693940527,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,18,348.9946160505094,fixed_params
0.84,SMT,data\boston,RandomForestRegressor,19,304.1601740017027,fixed_params
0.84,SMT,data\boston,SVR,0,1472.1507402559869,fixed_params
0.84,SMT,data\boston,SVR,1,3576.458690500883,fixed_params
0.84,SMT,data\boston,SVR,2,2836.5257482358907,fixed_params
0.84,SMT,data\boston,SVR,3,3253.89068994838,fixed_params
0.84,SMT,data\boston,SVR,4,3133.111479571712,fixed_params
0.84,SMT,data\boston,SVR,5,3140.331427147733,fixed_params
0.84,SMT,data\boston,SVR,6,2854.14178017743,fixed_params
0.84,SMT,data\boston,SVR,7,3596.663076898316,fixed_params
0.84,SMT,data\boston,SVR,8,3653.8348587941073,fixed_params
0.84,SMT,data\boston,SVR,9,2878.479529570731,fixed_params
0.84,SMT,data\boston,SVR,10,2809.580515484629,fixed_params
0.84,SMT,data\boston,SVR,11,2989.329248582453,fixed_params
0.84,SMT,data\boston,SVR,12,1576.3374750854741,fixed_params
0.84,SMT,data\boston,SVR,13,2133.1465061025474,fixed_params
0.84,SMT,data\boston,SVR,14,3380.5045269275024,fixed_params
0.84,SMT,data\boston,SVR,15,1874.1265554081717,fixed_params
0.84,SMT,data\boston,SVR,16,2268.807812746756,fixed_params
0.84,SMT,data\boston,SVR,17,3931.6133208783667,fixed_params
0.84,SMT,data\boston,SVR,18,4903.305411447823,fixed_params
0.84,SMT,data\boston,SVR,19,2886.874377919144,fixed_params
0.84,SMT,data\boston,XGBRegressor,0,183.4685606653102,fixed_params
0.84,SMT,data\boston,XGBRegressor,1,960.6133925429276,fixed_params
0.84,SMT,data\boston,XGBRegressor,2,381.9814605038841,fixed_params
0.84,SMT,data\boston,XGBRegressor,3,484.8250743685623,fixed_params
0.84,SMT,data\boston,XGBRegressor,4,610.0217005994127,fixed_params
0.84,SMT,data\boston,XGBRegressor,5,244.375178558738,fixed_params
0.84,SMT,data\boston,XGBRegressor,6,356.4332547467863,fixed_params
0.84,SMT,data\boston,XGBRegressor,7,196.35737631391862,fixed_params
0.84,SMT,data\boston,XGBRegressor,8,513.8584141084817,fixed_params
0.84,SMT,data\boston,XGBRegressor,9,567.1723139146543,fixed_params
0.84,SMT,data\boston,XGBRegressor,10,431.4944033502162,fixed_params
0.84,SMT,data\boston,XGBRegressor,11,339.1591023866413,fixed_params
0.84,SMT,data\boston,XGBRegressor,12,370.9705053075077,fixed_params
0.84,SMT,data\boston,XGBRegressor,13,649.6743113409841,fixed_params
0.84,SMT,data\boston,XGBRegressor,14,433.9983735455201,fixed_params
0.84,SMT,data\boston,XGBRegressor,15,282.7406371866041,fixed_params
0.84,SMT,data\boston,XGBRegressor,16,544.2550699181874,fixed_params
0.84,SMT,data\boston,XGBRegressor,17,316.1424777706168,fixed_params
0.84,SMT,data\boston,XGBRegressor,18,576.6076829336959,fixed_params
0.84,SMT,data\boston,XGBRegressor,19,191.97785824404372,fixed_params
0.84,RO,data\boston,BaggingRegressor,0,146.26332250000007,fixed_params
0.84,RO,data\boston,BaggingRegressor,1,759.1750385,fixed_params
0.84,RO,data\boston,BaggingRegressor,2,339.2712285,fixed_params
0.84,RO,data\boston,BaggingRegressor,3,476.37491599999987,fixed_params
0.84,RO,data\boston,BaggingRegressor,4,549.8435390000003,fixed_params
0.84,RO,data\boston,BaggingRegressor,5,192.75957449999993,fixed_params
0.84,RO,data\boston,BaggingRegressor,6,304.17073149999993,fixed_params
0.84,RO,data\boston,BaggingRegressor,7,171.0173199999999,fixed_params
0.84,RO,data\boston,BaggingRegressor,8,421.25695150000007,fixed_params
0.84,RO,data\boston,BaggingRegressor,9,812.2600595,fixed_params
0.84,RO,data\boston,BaggingRegressor,10,169.32716999999994,fixed_params
0.84,RO,data\boston,BaggingRegressor,11,324.07318649999996,fixed_params
0.84,RO,data\boston,BaggingRegressor,12,112.175021,fixed_params
0.84,RO,data\boston,BaggingRegressor,13,929.100169,fixed_params
0.84,RO,data\boston,BaggingRegressor,14,197.24205799999993,fixed_params
0.84,RO,data\boston,BaggingRegressor,15,236.93701499999997,fixed_params
0.84,RO,data\boston,BaggingRegressor,16,191.4161435000001,fixed_params
0.84,RO,data\boston,BaggingRegressor,17,298.88046349999985,fixed_params
0.84,RO,data\boston,BaggingRegressor,18,239.06032650000014,fixed_params
0.84,RO,data\boston,BaggingRegressor,19,379.41541599999977,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,0,162.4005500000001,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,1,790.5988,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,2,854.382,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,3,1000.5006,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,4,476.9358,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,5,233.92884999999998,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,6,575.7135499999996,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,7,299.68169999999986,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,8,463.0051999999996,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,9,515.38885,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,10,385.10369999999995,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,11,541.7697999999999,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,12,122.76844999999996,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,13,1076.8972,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,14,344.23765000000003,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,15,209.79380000000003,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,16,265.94605,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,17,230.3709,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,18,348.3349499999999,fixed_params
0.84,RO,data\boston,DecisionTreeRegressor,19,250.52575000000002,fixed_params
0.84,RO,data\boston,MLPRegressor,0,20930.65034746831,fixed_params
0.84,RO,data\boston,MLPRegressor,1,30286.773208637216,fixed_params
0.84,RO,data\boston,MLPRegressor,2,5989.505734065531,fixed_params
0.84,RO,data\boston,MLPRegressor,3,1647596.3830570346,fixed_params
0.84,RO,data\boston,MLPRegressor,4,4774.36610786068,fixed_params
0.84,RO,data\boston,MLPRegressor,5,30950.428443760673,fixed_params
0.84,RO,data\boston,MLPRegressor,6,3009.33274715422,fixed_params
0.84,RO,data\boston,MLPRegressor,7,7077.0954813767175,fixed_params
0.84,RO,data\boston,MLPRegressor,8,22827.829928172312,fixed_params
0.84,RO,data\boston,MLPRegressor,9,14715.401413350919,fixed_params
0.84,RO,data\boston,MLPRegressor,10,2464.5518742498484,fixed_params
0.84,RO,data\boston,MLPRegressor,11,146994.57569364307,fixed_params
0.84,RO,data\boston,MLPRegressor,12,276701.88902244036,fixed_params
0.84,RO,data\boston,MLPRegressor,13,36336.907374824965,fixed_params
0.84,RO,data\boston,MLPRegressor,14,3600.653037572031,fixed_params
0.84,RO,data\boston,MLPRegressor,15,29432.88651363834,fixed_params
0.84,RO,data\boston,MLPRegressor,16,8805.283824536447,fixed_params
0.84,RO,data\boston,MLPRegressor,17,44984.46219029955,fixed_params
0.84,RO,data\boston,MLPRegressor,18,6585.590475571704,fixed_params
0.84,RO,data\boston,MLPRegressor,19,53519.603106674156,fixed_params
0.84,RO,data\boston,RandomForestRegressor,0,125.20748732000011,fixed_params
0.84,RO,data\boston,RandomForestRegressor,1,471.00015519000016,fixed_params
0.84,RO,data\boston,RandomForestRegressor,2,399.8808159700004,fixed_params
0.84,RO,data\boston,RandomForestRegressor,3,184.14250858000023,fixed_params
0.84,RO,data\boston,RandomForestRegressor,4,281.9921675750003,fixed_params
0.84,RO,data\boston,RandomForestRegressor,5,127.03276306499959,fixed_params
0.84,RO,data\boston,RandomForestRegressor,6,222.4474237800005,fixed_params
0.84,RO,data\boston,RandomForestRegressor,7,123.00996127999954,fixed_params
0.84,RO,data\boston,RandomForestRegressor,8,257.11196426999936,fixed_params
0.84,RO,data\boston,RandomForestRegressor,9,283.3439386149996,fixed_params
0.84,RO,data\boston,RandomForestRegressor,10,305.15101207999953,fixed_params
0.84,RO,data\boston,RandomForestRegressor,11,375.6700987750007,fixed_params
0.84,RO,data\boston,RandomForestRegressor,12,133.02929693499968,fixed_params
0.84,RO,data\boston,RandomForestRegressor,13,817.0194216100002,fixed_params
0.84,RO,data\boston,RandomForestRegressor,14,263.20597719500006,fixed_params
0.84,RO,data\boston,RandomForestRegressor,15,230.61492244499954,fixed_params
0.84,RO,data\boston,RandomForestRegressor,16,145.9493496499995,fixed_params
0.84,RO,data\boston,RandomForestRegressor,17,218.94686309500057,fixed_params
0.84,RO,data\boston,RandomForestRegressor,18,285.04048928499924,fixed_params
0.84,RO,data\boston,RandomForestRegressor,19,174.2986549149992,fixed_params
0.84,RO,data\boston,SVR,0,1470.3948596766265,fixed_params
0.84,RO,data\boston,SVR,1,3608.1157677729134,fixed_params
0.84,RO,data\boston,SVR,2,2845.864638397664,fixed_params
0.84,RO,data\boston,SVR,3,3279.8517367131285,fixed_params
0.84,RO,data\boston,SVR,4,3116.6089792202347,fixed_params
0.84,RO,data\boston,SVR,5,3114.7666042764067,fixed_params
0.84,RO,data\boston,SVR,6,2860.1348765060034,fixed_params
0.84,RO,data\boston,SVR,7,3598.6888267507697,fixed_params
0.84,RO,data\boston,SVR,8,3642.91495729958,fixed_params
0.84,RO,data\boston,SVR,9,2882.084316826721,fixed_params
0.84,RO,data\boston,SVR,10,2823.7258185206174,fixed_params
0.84,RO,data\boston,SVR,11,2996.2611458987644,fixed_params
0.84,RO,data\boston,SVR,12,1576.0424185664513,fixed_params
0.84,RO,data\boston,SVR,13,2122.485212729129,fixed_params
0.84,RO,data\boston,SVR,14,3394.594246962069,fixed_params
0.84,RO,data\boston,SVR,15,1875.9569274288108,fixed_params
0.84,RO,data\boston,SVR,16,2282.126787404365,fixed_params
0.84,RO,data\boston,SVR,17,3923.627936226517,fixed_params
0.84,RO,data\boston,SVR,18,4890.929654832822,fixed_params
0.84,RO,data\boston,SVR,19,2881.3267542183794,fixed_params
0.84,RO,data\boston,XGBRegressor,0,142.80526834200342,fixed_params
0.84,RO,data\boston,XGBRegressor,1,807.7997716943727,fixed_params
0.84,RO,data\boston,XGBRegressor,2,321.7258970906734,fixed_params
0.84,RO,data\boston,XGBRegressor,3,269.32976066164247,fixed_params
0.84,RO,data\boston,XGBRegressor,4,277.48017733510306,fixed_params
0.84,RO,data\boston,XGBRegressor,5,105.92599733066238,fixed_params
0.84,RO,data\boston,XGBRegressor,6,263.5351945613307,fixed_params
0.84,RO,data\boston,XGBRegressor,7,186.75789636419995,fixed_params
0.84,RO,data\boston,XGBRegressor,8,306.3886409003592,fixed_params
0.84,RO,data\boston,XGBRegressor,9,269.81875524348,fixed_params
0.84,RO,data\boston,XGBRegressor,10,357.0178658170556,fixed_params
0.84,RO,data\boston,XGBRegressor,11,531.508141728599,fixed_params
0.84,RO,data\boston,XGBRegressor,12,132.2968322149391,fixed_params
0.84,RO,data\boston,XGBRegressor,13,883.4839045089785,fixed_params
0.84,RO,data\boston,XGBRegressor,14,217.5392111310767,fixed_params
0.84,RO,data\boston,XGBRegressor,15,282.84015868950604,fixed_params
0.84,RO,data\boston,XGBRegressor,16,367.20868205122,fixed_params
0.84,RO,data\boston,XGBRegressor,17,295.2913205996488,fixed_params
0.84,RO,data\boston,XGBRegressor,18,219.75264085718584,fixed_params
0.84,RO,data\boston,XGBRegressor,19,352.93837068142955,fixed_params
0.84,RU,data\boston,BaggingRegressor,0,196.7119775,fixed_params
0.84,RU,data\boston,BaggingRegressor,1,511.82047399999976,fixed_params
0.84,RU,data\boston,BaggingRegressor,2,484.5571019999999,fixed_params
0.84,RU,data\boston,BaggingRegressor,3,232.73741800000005,fixed_params
0.84,RU,data\boston,BaggingRegressor,4,322.34302400000007,fixed_params
0.84,RU,data\boston,BaggingRegressor,5,200.082702,fixed_params
0.84,RU,data\boston,BaggingRegressor,6,159.71896599999997,fixed_params
0.84,RU,data\boston,BaggingRegressor,7,140.7271884999999,fixed_params
0.84,RU,data\boston,BaggingRegressor,8,264.7106615000001,fixed_params
0.84,RU,data\boston,BaggingRegressor,9,556.0138239999998,fixed_params
0.84,RU,data\boston,BaggingRegressor,10,325.8209405,fixed_params
0.84,RU,data\boston,BaggingRegressor,11,479.3651459999999,fixed_params
0.84,RU,data\boston,BaggingRegressor,12,236.09075599999994,fixed_params
0.84,RU,data\boston,BaggingRegressor,13,687.3768530000003,fixed_params
0.84,RU,data\boston,BaggingRegressor,14,264.4884385,fixed_params
0.84,RU,data\boston,BaggingRegressor,15,285.1490620000001,fixed_params
0.84,RU,data\boston,BaggingRegressor,16,310.1695824999999,fixed_params
0.84,RU,data\boston,BaggingRegressor,17,648.9663764999999,fixed_params
0.84,RU,data\boston,BaggingRegressor,18,234.7632815,fixed_params
0.84,RU,data\boston,BaggingRegressor,19,383.9640269999998,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,0,155.96570000000008,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,1,1099.07115,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,2,252.39585,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,3,152.61635,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,4,432.55595000000005,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,5,476.4039499999999,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,6,455.26115,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,7,104.82974999999998,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,8,650.68395,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,9,508.36659999999983,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,10,330.38075000000003,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,11,905.2486499999998,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,12,149.9495,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,13,1054.9375999999997,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,14,493.7238499999999,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,15,450.7749,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,16,304.5025999999999,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,17,678.5938,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,18,332.99064999999996,fixed_params
0.84,RU,data\boston,DecisionTreeRegressor,19,449.6195999999999,fixed_params
0.84,RU,data\boston,MLPRegressor,0,361337.61296185985,fixed_params
0.84,RU,data\boston,MLPRegressor,1,107174.37041523306,fixed_params
0.84,RU,data\boston,MLPRegressor,2,291979.5573901511,fixed_params
0.84,RU,data\boston,MLPRegressor,3,5686.626351400579,fixed_params
0.84,RU,data\boston,MLPRegressor,4,184560.43307513435,fixed_params
0.84,RU,data\boston,MLPRegressor,5,3595975.552969523,fixed_params
0.84,RU,data\boston,MLPRegressor,6,43123.199797025445,fixed_params
0.84,RU,data\boston,MLPRegressor,7,317871.86159502337,fixed_params
0.84,RU,data\boston,MLPRegressor,8,347613.50713098404,fixed_params
0.84,RU,data\boston,MLPRegressor,9,13287852.812131178,fixed_params
0.84,RU,data\boston,MLPRegressor,10,3006.8988039663177,fixed_params
0.84,RU,data\boston,MLPRegressor,11,16606.477157586294,fixed_params
0.84,RU,data\boston,MLPRegressor,12,96995560.03960899,fixed_params
0.84,RU,data\boston,MLPRegressor,13,110989.61019152384,fixed_params
0.84,RU,data\boston,MLPRegressor,14,124126.15344175091,fixed_params
0.84,RU,data\boston,MLPRegressor,15,82812.14876848907,fixed_params
0.84,RU,data\boston,MLPRegressor,16,4527.641792756618,fixed_params
0.84,RU,data\boston,MLPRegressor,17,15630.876635480772,fixed_params
0.84,RU,data\boston,MLPRegressor,18,21307.550787467877,fixed_params
0.84,RU,data\boston,MLPRegressor,19,15265.02332755641,fixed_params
0.84,RU,data\boston,RandomForestRegressor,0,135.05255904999967,fixed_params
0.84,RU,data\boston,RandomForestRegressor,1,865.549716474999,fixed_params
0.84,RU,data\boston,RandomForestRegressor,2,381.5102284499997,fixed_params
0.84,RU,data\boston,RandomForestRegressor,3,247.25024432500038,fixed_params
0.84,RU,data\boston,RandomForestRegressor,4,311.16575246999975,fixed_params
0.84,RU,data\boston,RandomForestRegressor,5,206.71175235499942,fixed_params
0.84,RU,data\boston,RandomForestRegressor,6,195.8171259300006,fixed_params
0.84,RU,data\boston,RandomForestRegressor,7,147.4068715699994,fixed_params
0.84,RU,data\boston,RandomForestRegressor,8,409.01957504499956,fixed_params
0.84,RU,data\boston,RandomForestRegressor,9,469.20028329000013,fixed_params
0.84,RU,data\boston,RandomForestRegressor,10,241.49761110999984,fixed_params
0.84,RU,data\boston,RandomForestRegressor,11,353.32886210500016,fixed_params
0.84,RU,data\boston,RandomForestRegressor,12,116.7834031349998,fixed_params
0.84,RU,data\boston,RandomForestRegressor,13,724.8288277100008,fixed_params
0.84,RU,data\boston,RandomForestRegressor,14,206.82966061500017,fixed_params
0.84,RU,data\boston,RandomForestRegressor,15,185.59980669999985,fixed_params
0.84,RU,data\boston,RandomForestRegressor,16,282.56973787999937,fixed_params
0.84,RU,data\boston,RandomForestRegressor,17,291.8257301100005,fixed_params
0.84,RU,data\boston,RandomForestRegressor,18,334.58796702999877,fixed_params
0.84,RU,data\boston,RandomForestRegressor,19,278.16474302499967,fixed_params
0.84,RU,data\boston,SVR,0,2028.4330545487967,fixed_params
0.84,RU,data\boston,SVR,1,3709.257922143834,fixed_params
0.84,RU,data\boston,SVR,2,2590.852658614768,fixed_params
0.84,RU,data\boston,SVR,3,2767.6794899469046,fixed_params
0.84,RU,data\boston,SVR,4,4220.866946403235,fixed_params
0.84,RU,data\boston,SVR,5,2754.9362479542906,fixed_params
0.84,RU,data\boston,SVR,6,3687.435082989908,fixed_params
0.84,RU,data\boston,SVR,7,3039.517854982488,fixed_params
0.84,RU,data\boston,SVR,8,3994.5376134765297,fixed_params
0.84,RU,data\boston,SVR,9,3132.616521058566,fixed_params
0.84,RU,data\boston,SVR,10,2161.0954513298752,fixed_params
0.84,RU,data\boston,SVR,11,3328.4943140943706,fixed_params
0.84,RU,data\boston,SVR,12,2031.0120282187775,fixed_params
0.84,RU,data\boston,SVR,13,2556.48889615471,fixed_params
0.84,RU,data\boston,SVR,14,2783.0810406490195,fixed_params
0.84,RU,data\boston,SVR,15,1591.420365964875,fixed_params
0.84,RU,data\boston,SVR,16,3066.069524607931,fixed_params
0.84,RU,data\boston,SVR,17,3338.1761394475184,fixed_params
0.84,RU,data\boston,SVR,18,4433.06439285793,fixed_params
0.84,RU,data\boston,SVR,19,3771.675943729394,fixed_params
0.84,RU,data\boston,XGBRegressor,0,197.1610225923252,fixed_params
0.84,RU,data\boston,XGBRegressor,1,705.7350702847187,fixed_params
0.84,RU,data\boston,XGBRegressor,2,349.05059880967383,fixed_params
0.84,RU,data\boston,XGBRegressor,3,418.3299358982185,fixed_params
0.84,RU,data\boston,XGBRegressor,4,204.99229157081373,fixed_params
0.84,RU,data\boston,XGBRegressor,5,322.6086415580382,fixed_params
0.84,RU,data\boston,XGBRegressor,6,245.93972610289444,fixed_params
0.84,RU,data\boston,XGBRegressor,7,135.4094272758803,fixed_params
0.84,RU,data\boston,XGBRegressor,8,381.6061479470167,fixed_params
0.84,RU,data\boston,XGBRegressor,9,696.1373875761218,fixed_params
0.84,RU,data\boston,XGBRegressor,10,170.99219217393508,fixed_params
0.84,RU,data\boston,XGBRegressor,11,374.5778221186052,fixed_params
0.84,RU,data\boston,XGBRegressor,12,157.4013105175907,fixed_params
0.84,RU,data\boston,XGBRegressor,13,865.614553938342,fixed_params
0.84,RU,data\boston,XGBRegressor,14,194.82321900985318,fixed_params
0.84,RU,data\boston,XGBRegressor,15,205.05502197376885,fixed_params
0.84,RU,data\boston,XGBRegressor,16,401.6252013397314,fixed_params
0.84,RU,data\boston,XGBRegressor,17,275.842754828213,fixed_params
0.84,RU,data\boston,XGBRegressor,18,261.5477155474155,fixed_params
0.84,RU,data\boston,XGBRegressor,19,430.8592686781659,fixed_params
0.84,GN,data\boston,BaggingRegressor,0,141.40516738175796,fixed_params
0.84,GN,data\boston,BaggingRegressor,1,459.52543241031316,fixed_params
0.84,GN,data\boston,BaggingRegressor,2,401.5969107552595,fixed_params
0.84,GN,data\boston,BaggingRegressor,3,216.40497151997945,fixed_params
0.84,GN,data\boston,BaggingRegressor,4,211.70163569585227,fixed_params
0.84,GN,data\boston,BaggingRegressor,5,95.6281856763674,fixed_params
0.84,GN,data\boston,BaggingRegressor,6,295.76908755334404,fixed_params
0.84,GN,data\boston,BaggingRegressor,7,124.83338341724098,fixed_params
0.84,GN,data\boston,BaggingRegressor,8,332.5745516097994,fixed_params
0.84,GN,data\boston,BaggingRegressor,9,378.649994502071,fixed_params
0.84,GN,data\boston,BaggingRegressor,10,264.66328536018443,fixed_params
0.84,GN,data\boston,BaggingRegressor,11,447.2034363424566,fixed_params
0.84,GN,data\boston,BaggingRegressor,12,154.84566658762893,fixed_params
0.84,GN,data\boston,BaggingRegressor,13,405.9074585133801,fixed_params
0.84,GN,data\boston,BaggingRegressor,14,252.08109179077601,fixed_params
0.84,GN,data\boston,BaggingRegressor,15,247.40357792757408,fixed_params
0.84,GN,data\boston,BaggingRegressor,16,213.23505757005168,fixed_params
0.84,GN,data\boston,BaggingRegressor,17,160.63479299404295,fixed_params
0.84,GN,data\boston,BaggingRegressor,18,258.7716290812209,fixed_params
0.84,GN,data\boston,BaggingRegressor,19,150.75460536962697,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,0,85.83182592168652,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,1,1778.0544136861993,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,2,554.5228306480715,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,3,1284.945493307656,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,4,607.8325025061768,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,5,587.9617253664983,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,6,360.483858389946,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,7,763.62917533827,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,8,643.372258947939,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,9,1965.9266454455721,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,10,216.10893681989035,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,11,710.2910134389451,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,12,85.56709999999994,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,13,1422.3769986290847,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,14,225.8475954195079,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,15,224.70916974396422,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,16,328.77896666213417,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,17,347.3349662889911,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,18,419.44723438331334,fixed_params
0.84,GN,data\boston,DecisionTreeRegressor,19,463.5685468980359,fixed_params
0.84,GN,data\boston,MLPRegressor,0,12753.23861865252,fixed_params
0.84,GN,data\boston,MLPRegressor,1,120258.91066138155,fixed_params
0.84,GN,data\boston,MLPRegressor,2,5323.95534991627,fixed_params
0.84,GN,data\boston,MLPRegressor,3,4133.468156604682,fixed_params
0.84,GN,data\boston,MLPRegressor,4,287982.22408408136,fixed_params
0.84,GN,data\boston,MLPRegressor,5,264384.54058761953,fixed_params
0.84,GN,data\boston,MLPRegressor,6,7932.787009230662,fixed_params
0.84,GN,data\boston,MLPRegressor,7,6720.832526121736,fixed_params
0.84,GN,data\boston,MLPRegressor,8,18366.52644267427,fixed_params
0.84,GN,data\boston,MLPRegressor,9,41892.14451131967,fixed_params
0.84,GN,data\boston,MLPRegressor,10,15535.592946910143,fixed_params
0.84,GN,data\boston,MLPRegressor,11,26963.698226454177,fixed_params
0.84,GN,data\boston,MLPRegressor,12,34545.0951023965,fixed_params
0.84,GN,data\boston,MLPRegressor,13,2516.452664530686,fixed_params
