rel_thres,strategy,dataset,model,fold,sera_score,config
0.84,SG,data\concreteStrength,BaggingRegressor,16,49.38425880592221,fixed_params
0.84,SG,data\concreteStrength,BaggingRegressor,17,27.936319134286133,fixed_params
0.84,SG,data\concreteStrength,BaggingRegressor,18,47.54871987473231,fixed_params
0.84,SG,data\concreteStrength,BaggingRegressor,19,2135.388513478785,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,0,31.248161500015502,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,1,47.08611653266058,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,2,3910.986556633441,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,3,55.40403085292419,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,4,42.33142788963299,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,5,44.39442033849351,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,6,46.43367947697898,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,7,66.76720117330505,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,8,2347.031030122142,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,9,33.69498237401119,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,10,38.44080143401219,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,11,43.898831533203136,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,12,2451.766858960934,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,13,1356.096361433149,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,14,2781.2557140119434,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,15,2626.724741549567,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,16,41.2528927456897,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,17,44.518670969200365,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,18,68.886579762837,fixed_params
0.84,SG,data\concreteStrength,DecisionTreeRegressor,19,2125.3190975116013,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,0,78.973872745444,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,1,72.09801445600927,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,2,2164.8945884542914,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,3,98.42276085982235,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,4,73.65939056340592,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,5,34.67569366360118,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,6,50.815039885472586,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,7,29.236987027245345,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,8,1428.610755598196,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,9,56.69589357803045,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,10,46.2834347103004,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,11,40.95739107703362,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,12,2415.2050720935736,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,13,1789.3514320326624,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,14,1496.6355163921617,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,15,2791.169331614435,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,16,45.433878310721006,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,17,48.639140922265064,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,18,35.070931559208404,fixed_params
0.84,SG,data\concreteStrength,MLPRegressor,19,1576.9514603232508,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,0,26.665159350857692,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,1,16.587945093858686,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,2,2651.7447214147655,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,3,31.927227969657267,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,4,31.08415261281779,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,5,18.500353589553665,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,6,28.168946289166733,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,7,28.75527533462057,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,8,1843.8115217012298,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,9,29.865894429999273,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,10,22.35789600389147,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,11,18.92353395203595,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,12,1493.5991293793186,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,13,799.5766779994128,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,14,482.4015672488762,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,15,2371.1067330410556,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,16,37.5676282609646,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,17,10.431309428885285,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,18,40.709491700117944,fixed_params
0.84,SG,data\concreteStrength,RandomForestRegressor,19,1565.37916394665,fixed_params
0.84,SG,data\concreteStrength,SVR,0,286.53844596363695,fixed_params
0.84,SG,data\concreteStrength,SVR,1,240.8729882536346,fixed_params
0.84,SG,data\concreteStrength,SVR,2,2680.420023864591,fixed_params
0.84,SG,data\concreteStrength,SVR,3,256.0093852012211,fixed_params
0.84,SG,data\concreteStrength,SVR,4,279.7386218741898,fixed_params
0.84,SG,data\concreteStrength,SVR,5,288.41451920134915,fixed_params
0.84,SG,data\concreteStrength,SVR,6,290.90622300885974,fixed_params
0.84,SG,data\concreteStrength,SVR,7,226.70984334674125,fixed_params
0.84,SG,data\concreteStrength,SVR,8,1825.7559264140434,fixed_params
0.84,SG,data\concreteStrength,SVR,9,261.26409643332187,fixed_params
0.84,SG,data\concreteStrength,SVR,10,262.62716732937884,fixed_params
0.84,SG,data\concreteStrength,SVR,11,284.0283942530029,fixed_params
0.84,SG,data\concreteStrength,SVR,12,2102.3784231489626,fixed_params
0.84,SG,data\concreteStrength,SVR,13,1102.3037665575018,fixed_params
0.84,SG,data\concreteStrength,SVR,14,1922.9513156571165,fixed_params
0.84,SG,data\concreteStrength,SVR,15,2275.4182816405055,fixed_params
0.84,SG,data\concreteStrength,SVR,16,305.72681609289083,fixed_params
0.84,SG,data\concreteStrength,SVR,17,281.9972641362772,fixed_params
0.84,SG,data\concreteStrength,SVR,18,191.89053755282035,fixed_params
0.84,SG,data\concreteStrength,SVR,19,2146.263200790153,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,0,17.76091812921814,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,1,18.54512509967831,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,2,2312.3346197343512,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,3,22.3330674681118,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,4,34.678285860409815,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,5,24.167450120417943,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,6,24.848520031235726,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,7,23.485261685142635,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,8,1432.3917547274748,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,9,20.072875095429396,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,10,24.403285774499146,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,11,16.119172151021182,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,12,1638.698716655693,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,13,1133.797258952482,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,14,2310.2000810982013,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,15,1880.6505733472425,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,16,35.97743140578335,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,17,21.713790028650436,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,18,36.42914057151664,fixed_params
0.84,SG,data\concreteStrength,XGBRegressor,19,1716.9073466437194,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,0,20.093771233619492,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,1,12.773586284999999,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,2,2236.2993917810777,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,3,23.440719660803566,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,4,19.787385092113894,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,5,14.620372171139234,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,6,14.275791429722222,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,7,18.744677359999997,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,8,299.1351660043559,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,9,20.390151546701386,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,10,13.216805170856944,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,11,14.37340752030023,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,12,1953.3569792401388,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,13,824.0293389427777,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,14,464.7890357500004,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,15,380.48569457531335,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,16,23.93763875466729,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,17,12.632608210901388,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,18,19.895123521543113,fixed_params
0.84,WC,data\concreteStrength,BaggingRegressor,19,551.534714725,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,0,28.248661000000002,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,1,20.634726,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,2,1733.649756625,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,3,50.85874200000001,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,4,36.028378,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,5,20.0771955,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,6,21.387175500000005,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,7,30.624509125000003,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,8,826.26738434375,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,9,24.744000013888886,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,10,26.4826185,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,11,21.269223000000004,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,12,1384.1341428061223,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,13,1181.6620529999996,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,14,987.6160904999999,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,15,1562.3562435,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,16,41.31953500000001,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,17,28.880775166666666,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,18,22.29706,fixed_params
0.84,WC,data\concreteStrength,DecisionTreeRegressor,19,723.6010823888888,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,0,21.872012437181912,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,1,26.571499178555428,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,2,2237.7069001432797,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,3,28.43982088445424,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,4,40.011251346003995,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,5,23.603280239101466,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,6,24.399782952068882,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,7,23.518539771939615,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,8,949.9953641286066,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,9,27.70517813546334,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,10,28.875576923071208,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,11,22.31994944597967,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,12,1876.6168442870376,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,13,1054.5101029138918,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,14,968.0330858176904,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,15,1189.4036746560555,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,16,30.276509136233468,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,17,20.617477720352145,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,18,31.719599825245066,fixed_params
0.84,WC,data\concreteStrength,MLPRegressor,19,707.0281573646209,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,0,16.953143219786913,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,1,20.461319299953473,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,2,1801.6791754077838,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,3,16.831340540632485,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,4,19.810008367346025,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,5,14.236152529335673,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,6,15.7080865025021,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,7,16.205323320081288,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,8,359.7775451707547,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,9,14.340551363695763,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,10,13.582808113318798,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,11,13.244799110975103,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,12,2039.2441064275592,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,13,510.4377594157023,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,14,442.5599570898821,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,15,462.9892633343733,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,16,26.307055737672453,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,17,13.140153956729494,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,18,13.939409516983979,fixed_params
0.84,WC,data\concreteStrength,RandomForestRegressor,19,511.9454233973948,fixed_params
0.84,WC,data\concreteStrength,SVR,0,93.76128958394843,fixed_params
0.84,WC,data\concreteStrength,SVR,1,85.75645495720072,fixed_params
0.84,WC,data\concreteStrength,SVR,2,8870.417115024426,fixed_params
0.84,WC,data\concreteStrength,SVR,3,118.76934958560219,fixed_params
0.84,WC,data\concreteStrength,SVR,4,100.15898540539463,fixed_params
0.84,WC,data\concreteStrength,SVR,5,101.62648603060231,fixed_params
0.84,WC,data\concreteStrength,SVR,6,94.52866568391767,fixed_params
0.84,WC,data\concreteStrength,SVR,7,92.12891702378305,fixed_params
0.84,WC,data\concreteStrength,SVR,8,5455.840462190298,fixed_params
0.84,WC,data\concreteStrength,SVR,9,83.02510692685337,fixed_params
0.84,WC,data\concreteStrength,SVR,10,81.99008384675633,fixed_params
0.84,WC,data\concreteStrength,SVR,11,90.60906367614731,fixed_params
0.84,WC,data\concreteStrength,SVR,12,7402.570732922051,fixed_params
0.84,WC,data\concreteStrength,SVR,13,3922.690147355032,fixed_params
0.84,WC,data\concreteStrength,SVR,14,6589.561001448024,fixed_params
0.84,WC,data\concreteStrength,SVR,15,4095.1720399648652,fixed_params
0.84,WC,data\concreteStrength,SVR,16,105.40577490333249,fixed_params
0.84,WC,data\concreteStrength,SVR,17,98.18254867882675,fixed_params
0.84,WC,data\concreteStrength,SVR,18,107.36592345079075,fixed_params
0.84,WC,data\concreteStrength,SVR,19,6327.851141956659,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,0,15.5432330430515,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,1,13.56537667485081,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,2,1050.7910808517456,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,3,18.919391866315287,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,4,17.723765267132226,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,5,10.884242934647757,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,6,14.549642963581594,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,7,16.807228859840592,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,8,380.6410224431706,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,9,10.910193968250786,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,10,13.186693464293679,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,11,13.012496295203713,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,12,1552.4762873393574,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,13,711.1437087501849,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,14,676.3172961637423,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,15,593.9860513833883,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,16,25.251506219741778,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,17,10.340185259289251,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,18,13.854033522294813,fixed_params
0.84,WC,data\concreteStrength,XGBRegressor,19,1048.442941546549,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,0,3122.9457,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,1,2346.3924,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,2,2783.2194,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,3,2070.3867000000005,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,4,2943.0257500000002,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,5,2701.8269499999997,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,6,3189.1124499999996,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,7,2342.9502,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,8,1894.8510999999996,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,9,3024.1963000000005,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,10,2650.81005,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,11,3495.020649999999,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,12,2375.7277,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,13,2375.3011,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,14,2595.0767499999993,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,15,2606.053,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,16,2609.2993000000006,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,17,2639.1476500000003,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,18,2719.1193,fixed_params
0.84,SMT,data\cpu_small,BaggingRegressor,19,2232.34615,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,0,4764.54,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,1,3689.995,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,2,5710.285,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,3,3580.31,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,4,4903.18,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,5,3914.335,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,6,11423.49,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,7,3344.965,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,8,3655.56,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,9,5243.305,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,10,3899.5950000000003,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,11,3829.92,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,12,4101.915,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,13,3770.005,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,14,4134.5,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,15,4336.38,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,16,3734.465,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,17,4898.925,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,18,4570.325,fixed_params
0.84,SMT,data\cpu_small,DecisionTreeRegressor,19,3534.18,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,0,18274879.07535114,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,1,83171878.12873729,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,2,22642905.142057847,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,3,13338669.32484128,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,4,34202536.047331885,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,5,15615674.823218457,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,6,24178241.75786764,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,7,22024530.530060362,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,8,44457915.94382956,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,9,46680858.10796177,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,10,14171946.89688947,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,11,40102350.29751106,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,12,29496812.906583,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,13,60693435.03620561,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,14,11677375.570044214,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,15,91131035.00641216,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,16,23979325.155889418,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,17,33439105.277723394,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,18,48892117.319798626,fixed_params
0.84,SMT,data\cpu_small,MLPRegressor,19,18955036.00822144,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,0,2801.4833185000007,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,1,2274.807476,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,2,2647.74857850836,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,3,2740.873495770509,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,4,3155.3136881504397,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,5,2793.2163979426828,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,6,2268.426161389546,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,7,2655.848288906084,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,8,1849.6466098926035,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,9,3107.2900524999995,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,10,2492.9971375158657,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,11,7323.9267050865665,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,12,2284.72540334715,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,13,2286.4772140167893,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,14,3357.696096977352,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,15,2546.922804648112,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,16,2372.0843218256427,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,17,2867.881934012986,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,18,2901.163077510766,fixed_params
0.84,SMT,data\cpu_small,RandomForestRegressor,19,3069.9757797227994,fixed_params
0.84,SMT,data\cpu_small,SVR,0,14831.5954080981,fixed_params
0.84,SMT,data\cpu_small,SVR,1,14164.843761374063,fixed_params
0.84,SMT,data\cpu_small,SVR,2,17155.494057904292,fixed_params
0.84,SMT,data\cpu_small,SVR,3,15272.764551826942,fixed_params
0.84,SMT,data\cpu_small,SVR,4,16943.93622504398,fixed_params
0.84,SMT,data\cpu_small,SVR,5,17456.528347670133,fixed_params
0.84,SMT,data\cpu_small,SVR,6,16017.627245361866,fixed_params
0.84,SMT,data\cpu_small,SVR,7,17895.76923455284,fixed_params
0.84,SMT,data\cpu_small,SVR,8,17335.400882375296,fixed_params
0.84,SMT,data\cpu_small,SVR,9,18016.11829696744,fixed_params
0.84,SMT,data\cpu_small,SVR,10,13604.643391442332,fixed_params
0.84,SMT,data\cpu_small,SVR,11,20479.090068951515,fixed_params
0.84,SMT,data\cpu_small,SVR,12,15960.497038053876,fixed_params
0.84,SMT,data\cpu_small,SVR,13,15637.574203706305,fixed_params
0.84,SMT,data\cpu_small,SVR,14,17840.92321520499,fixed_params
0.84,SMT,data\cpu_small,SVR,15,15608.488346236823,fixed_params
0.84,SMT,data\cpu_small,SVR,16,16826.845690293743,fixed_params
0.84,SMT,data\cpu_small,SVR,17,14312.14826274557,fixed_params
0.84,SMT,data\cpu_small,SVR,18,18816.35196768752,fixed_params
0.84,SMT,data\cpu_small,SVR,19,16129.874452304653,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,0,3457.3442640615535,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,1,2918.287163698517,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,2,3552.8866904634915,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,3,2652.274304972901,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,4,3358.5726088481247,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,5,2881.9584047927183,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,6,2553.9706146551034,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,7,4570.5518385125,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,8,2824.437803165145,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,9,3238.1404555183103,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,10,3235.8566888441323,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,11,3036.0026105722454,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,12,2354.6620213316473,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,13,2852.3117105940137,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,14,3892.5836314293892,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,15,2502.7018276685367,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,16,2499.6099050603457,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,17,3151.4401877406417,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,18,3373.6890254002383,fixed_params
0.84,SMT,data\cpu_small,XGBRegressor,19,3052.408417247312,fixed_params
0.84,RO,data\cpu_small,BaggingRegressor,0,2873.2034,fixed_params
0.84,RO,data\cpu_small,BaggingRegressor,1,2704.9914000000003,fixed_params
